user,movie,rating
74841,lola+1961,3
51019,homicidal+1961,3
168122,seven+samurai+1954,4
75870,this+gun+for+hire+1942,4
159415,poolboy+-+drowning+out+the+fury+2011,3
239853,amadeus+1984,5
142460,uprising+2001,3
253967,gran+torino+2008,4
67024,what+have+i+done+to+deserve+this+1984,5
79089,the+avengers+2012,5
198905,harry+potter+and+the+chamber+of+secrets+2002,3
122460,the+green+mile+1999,5
7231,yu-gi-oh+3d+bonds+beyond+time+2010,2
162385,the+wrath+of+god+1972,4
8751,and+the+ship+sails+on+1983,3
209631,big+hero+6+2014,3
189413,aladdin+1992,3
293891,sink+the+bismarck+1960,4
100377,the+late+show+1977,2
157288,harry+potter+and+the+goblet+of+fire+2005,5
50157,bollywoodhollywood+2002,3
265180,2001+a+space+odyssey+1968,5
12982,moneyball+2011,4
73128,the+dark+knight+2008,5
306862,the+wild+bunch+1969,5
664,insurgent+2015,4
46791,explorers+1985,3
293331,three+came+home+1950,4
113617,sal_+or+the+120+days+of+sodom+1975,3
220780,shirin+in+love+2014,3
76479,tokyo+olympiad+1965,4
308675,the+great+beauty+2013,4
15888,the+shop+on+main+street+1965,4
212567,my+neighbor+totoro+1988,4
182149,off+and+running+2009,3
22511,sixteen+candles+1984,5
99853,locked+out+2006,3
35211,bull+durham+1988,4
85315,wicker+park+2004,4
145650,never+again+2002,3
89036,kick-ass+2+2013,3
68898,my+man+godfrey+1957,4
191893,blade+runner+1982,4
159182,on+the+other+side+of+the+tracks+2012,3
277662,committed+2000,3
78402,the+steel+helmet+1951,3
146281,africa_+goodbye+1966,2
295683,mind+game+2004,5
86310,the+seven+year+itch+1955,3
244545,dive+2010,3
182165,hugo+2011,4
242145,never+again+2002,1
79170,candleshoe+1977,3
186577,the+scapegoat+1963,4
259155,the+glass+agency+1999,3
160416,love+and+death+1975,4
91428,cq+2001,4
117569,a+christmas+story+1983,3
205408,interstellar+2014,3
199868,mr.+freedom+1969,3
225818,rocky+balboa+2006,3
29748,cleopatra+1934,3
68997,marcello+mastroianni+i+remember+1997,4
243225,legendary+weapons+of+china+1982,4
27675,avenue+montaigne+2006,3
163241,juvenile+court+1973,3
90548,harry+potter+and+the+chamber+of+secrets+2002,4
