user,movie
120282,the+member+of+the+wedding+1952
171941,pirates+of+the+caribbean+on+stranger+tides+2011
91850,we+were+soldiers+2002
11376,my+architect+2003
290500,into+the+woods+1991
219821,the+central+park+five+2012
229803,the+other+side+of+the+mountain+1975
44920,sorcerer+1977
226088,bruce+almighty+2003
81123,another+thin+man+1939
173025,my+neighbor+totoro+1988
196762,sandor+slash+ida+2005
264499,and+now+for+something+completely+different+1971
227903,juno+2007
58572,star+wars+1977
133600,harry+potter+and+the+deathly+hallows+part+2+2011
242406,scarface+1983
213002,welcome+to+the+rileys+2010
278835,threesome+1994
142602,parasite+1982
261750,harry+potter+and+the+deathly+hallows+part+2+2011
204827,eden+1996
290857,the+big+clock+1948
178974,despicable+me+2010
237750,four+horsemen+2012
24439,concussion+2013
63706,the+other+side+of+the+mountain+1975
181384,noahs+ark+1999
230390,whisper+of+the+heart+1995
167143,extraterrestrial+2011
221282,it+all+starts+today+1999
187042,my+wife+is+an+actress+2001
163667,away+from+her+2006
267671,zulu+1964
64523,two+bits+1995
240414,defending+your+life+1991
89438,my+side+of+the+mountain+1969
112070,harry+potter+and+the+prisoner+of+azkaban+2004
296537,strangers+in+good+company+1990
178071,axed+2012
93155,the+best+years+of+our+lives+1946
241175,tom+sawyer+2011
133388,cat+on+a+hot+tin+roof+1958
278171,wish+you+were+here+1987
133914,jurassic+park+1993
134544,repast+1951
60566,exodus+1960
44498,mail+order+bride+1964
291414,suddenly+1954
264660,come+and+get+it+1936
94198,dark+city+1950
279039,guardians+of+the+galaxy+2014
84462,cure+1997
158783,funny+farm+1988
187984,band+baaja+baaraat+2010
281310,suddenly+1954
34875,it+follows+2015
28928,the+wages+of+fear+1953
148204,alice+in+wonderland+2010
306801,all+of+me+1984
253441,dread+2009
64775,my+one+and+only+2009
36106,tumbleweeds+1999
1327,the+land+before+time+xii+the+great+day+of+the+flyers+2006
290126,hector+and+the+search+for+happiness+2014
65620,whisper+of+the+heart+1995
229246,dumbo+1941
274498,my+neighbor+totoro+1988
26991,minority+report+2002
155745,despicable+me+2010
253078,eyewitness+1981
236163,good+morning_+babylon+1987
132967,wolfsburg+2003
240480,numb+2007
17733,away+from+her+2006
15462,julia+1977
259237,welcome+to+the+sticks+2008
94435,viva+villa+1934
78096,the+imitation+game+2014
104411,ghostbusters+1984
93000,moby+dick+1956
197015,aguirre+the+wrath+of+god+1972
56963,the+raid+2+2014
212290,woman+of+the+year+1942
148894,mystery+science+theater+3000+the+movie+1996
188542,rush+hour+1998
78362,sudden+impact+1983
