user,movie,rating
31152,for+a+few+dollars+more+1965,3
140396,my+girlfriend+is+an+agent+2009,4
953,how+to+train+your+dragon+2010,5
37239,avatar+2009,4
203758,the+hunger+games+mockingjay+-+part+1+2014,4
212864,scarface+1983,4
169091,die+weisse+rose+1982,5
251012,the+green+mile+1999,5
28654,the+home+of+dark+butterflies+2008,4
276665,die+hard+1988,4
257064,the+great+debaters+2007,4
20830,morocco+1930,4
116041,the+lord+of+the+rings+the+return+of+the+king+2003,3
146242,willy+wonka++the+chocolate+factory+1971,5
168247,ink+2009,4
147909,reversal+of+fortune+1990,4
116887,halloween+2007,3
223004,brave+2012,4
302928,some+guy+who+kills+people+2011,4
229261,blade+runner+1982,4
70491,inception+2010,4
229535,gelosia+1953,4
127163,occupant+2011,3
168544,the+burning+1981,4
187394,titanic+1997,4
230088,yrrol+1994,5
235321,the+avengers+2012,5
21445,broken+blossoms+1919,4
156078,swing+vote+2008,3
296930,ingmar+bergman+makes+a+movie+1963,4
166692,the+shawshank+redemption+1994,5
84663,leon+the+professional+1994,4
97231,family+law+2006,4
75781,the+dark+knight+2008,3
179140,vicky+cristina+barcelona+2008,3
158907,jay-z+made+in+america+2013,4
77778,tracers+2015,3
183079,the+great+escape+1963,4
3343,pandaemonium+2001,3
109136,despicable+me+2+2013,4
156027,baadasssss+2004,4
170531,avatar+2009,3
72563,the+ascent+1977,4
31801,all+quiet+on+the+western+front+1930,4
307294,nothing+to+lose+1994,3
5406,dr.+no+1962,4
124902,the+godfather+1972,4
176669,indiana+jones+and+the+temple+of+doom+1984,4
298385,the+jungle+book+1967,4
305214,after+alice+1999,4
63328,a+thousand+months+2003,4
129274,300+2006,5
105325,toy+story+3+2010,4
127105,about+a+boy+2002,4
275307,airplane+1980,4
253860,_++++1954,3
78607,spellbound+2002,4
121291,presto+2008,4
267756,warm+water+under+a+red+bridge+2001,4
274726,vuonna+85+2013,3
204615,princess+mononoke+1997,4
262819,the+heat+2013,2
241279,ace+ventura+pet+detective+1994,3
139826,riders+of+the+purple+sage+1996,3
89162,holiday+spin+2012,3
97812,august+osage+county+2013,4
247544,fight+club+1999,5
112446,coldblooded+1995,3
89489,the+proprietor+1996,3
155186,white+men+cant+jump+1992,3
85418,flashback+1990,2
123485,suburban+commando+1991,2
206662,paranoia+2013,3
186930,partly+cloudy+2009,5
122752,the+proprietor+1996,3
97226,the+knot+2000,4
214440,trust+2010,3
272213,libeled+lady+1936,4
3989,dersu+uzala+1975,5
140147,frida+2002,3
259864,the+big+bird+cage+1972,4
280135,edison_+the+man+1940,4
300508,all+the+presidents+men+1976,5
89319,the+proprietor+1996,2
27498,scarface+1983,5
232868,mulholland+drive+2001,2
279345,maborosi+1995,4
184776,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
205805,superman+1978,4
133992,control+2004,4
127249,fire+of+conscience+2010,3
236102,raid+2003,4
164924,aladdin+1992,2
99863,the+profession+of+arms+2001,3
186582,gone+girl+2014,4
92565,el+asombroso+mundo+de+borjamari+y+pocholo+2004,3
280089,a+madea+christmas+2011,3
183609,the+proprietor+1996,3
74183,behaving+badly+2014,4
25747,my+neighbor+totoro+1988,5
174551,traffic+2000,3
122874,miguel+and+william+2007,3
263197,shopgirl+2005,3
249431,the+good_+the+bad+and+the+ugly+1966,4
168157,the+weight+of+water+2000,3
102288,where+the+red+fern+grows+1974,4
243902,the+punch+bowl+1944,3
206433,remember+my+name+1978,3
235578,back+to+school+1986,2
300883,vice+squad+1953,4
230844,dolphin+tale+2011,4
125807,nothing+to+lose+1994,4
269718,spirited+away+2001,5
104240,the+proprietor+1996,4
107066,the+proprietor+1996,4
33192,21+2008,3
62217,airplane+1980,5
140355,the+big+boss+1971,3
6137,come+on_+rangers+1938,4
157215,sister+act+2+back+in+the+habit+1993,4
